player_a,player_b,team,season,chemistry,usg_overlap,usg_sum,obpm_diff,dbpm_diff,dbpm_sum,twoway_complement,ast_diff,ts_diff,age_diff,bpm_max,bpm_min,bpm_diff,shared_min
Jordan Clarkson,Keyonte George,UTA,2023-24,1.45,0.031,0.479,0.2,0.3,-6.1,-2.66,0.003,0.012,12.0,-4.4,-4.5,0.1,1005.0
Franz Wagner,Jalen Suggs,ORL,2024-25,1.44,0.038,0.574,3.4,0.8,1.8,4.41,0.031,0.022,1.0,3.1,0.4,2.7,525.0
Kyle Anderson,Karl-Anthony Towns,MIN,2023-24,1.42,0.128,0.408,3.2,1.8,3.6,3.01,0.117,0.112,2.0,2.5,1.1,1.4,706.9
Harrison Barnes,Stephon Castle,SAS,2024-25,1.42,0.096,0.41,3.2,0.0,-3.4,-0.68,0.146,0.134,13.0,0.0,-3.2,3.2,1214.2
Josh Hart,Donte DiVincenzo,NYK,2023-24,1.37,0.076,0.342,3.8,0.5,2.3,4.32,0.031,0.075,2.0,3.4,0.0,3.4,1601.3
D'Angelo Russell,Taurean Prince,LAL,2023-24,1.35,0.088,0.356,4.3,0.6,-1.0,6.0,0.188,0.009,2.0,0.9,-2.8,3.7,1320.7
Stephen Curry,Jonathan Kuminga,GSW,2023-24,1.34,0.065,0.539,6.3,0.7,-1.5,-2.96,0.118,0.018,15.0,5.2,-0.4,5.6,1141.5
Stephen Curry,Brandin Podziemski,GSW,2023-24,1.34,0.153,0.451,6.8,1.5,-0.7,6.66,0.065,0.076,15.0,5.2,-0.1,5.3,908.7
Goga Bitadze,Franz Wagner,ORL,2024-25,1.34,0.164,0.448,2.9,2.3,3.3,6.51,0.105,0.073,2.0,3.1,2.5,0.6,781.1
Franz Wagner,Jalen Suggs,ORL,2023-24,1.33,0.059,0.441,1.5,1.3,1.9,1.32,0.036,0.027,1.0,1.2,1.0,0.2,1401.0
Brandon Ingram,Dyson Daniels,NOP,2023-24,1.31,0.146,0.392,3.3,2.8,2.2,7.48,0.102,0.049,5.0,1.2,0.6,0.6,601.3
Jayson Tatum,Payton Pritchard,BOS,2024-25,1.31,0.115,0.487,1.0,0.6,1.0,-11.52,0.082,0.051,0.0,5.2,3.5,1.7,1237.8
Taurean Prince,Cam Reddish,LAL,2023-24,1.29,0.011,0.257,1.4,1.0,0.6,-11.52,0.011,0.075,6.0,-2.8,-3.2,0.4,519.3
Stephen Curry,Draymond Green,GSW,2024-25,1.28,0.129,0.443,8.7,2.8,2.8,32.64,0.029,0.084,2.0,6.3,0.5,5.8,1419.1
Shai Gilgeous-Alexander,Luguentz Dort,OKC,2023-24,1.27,0.165,0.469,8.1,2.5,2.1,5.28,0.226,0.043,0.0,9.0,-1.6,10.6,1815.4
OG Anunoby,Jalen Brunson,NYK,2024-25,1.26,0.094,0.484,4.0,1.4,-1.2,-3.6,0.234,0.014,1.0,3.3,0.7,2.6,1797.6
Jrue Holiday,Kristaps Porziņģis,BOS,2024-25,1.26,0.097,0.409,3.8,0.2,2.2,2.99,0.061,0.053,6.0,4.7,0.7,4.0,836.3
Chris Paul,Jonathan Kuminga,GSW,2023-24,1.22,0.083,0.391,0.2,1.6,0.8,0.56,0.219,0.054,18.0,1.0,-0.4,1.4,687.4
De'Andre Hunter,Jalen Johnson,ATL,2023-24,1.2,0.02,0.388,1.3,2.3,-0.7,0.24,0.081,0.011,4.0,1.2,-2.4,3.6,624.2
Shai Gilgeous-Alexander,Josh Giddey,OKC,2023-24,1.17,0.094,0.54,5.7,1.9,2.7,-2.64,0.035,0.089,4.0,9.0,1.5,7.5,1353.5
Corey Kispert,Kyshawn George,WAS,2024-25,1.16,0.013,0.325,2.4,1.9,-2.5,2.8,0.039,0.081,5.0,-3.7,-4.1,0.4,954.2
Naji Marshall,Max Christie,DAL,2024-25,1.13,0.047,0.347,2.1,0.5,-1.5,0.28,0.068,0.014,5.0,-0.8,-3.4,2.6,672.0
Shai Gilgeous-Alexander,Jalen Williams,OKC,2023-24,1.11,0.085,0.549,4.7,2.0,2.6,-7.48,0.085,0.015,2.0,9.0,2.3,6.7,1396.0
Josh Hart,Mikal Bridges,NYK,2024-25,1.08,0.041,0.343,0.7,2.7,0.9,0.91,0.065,0.026,2.0,2.8,-0.5,3.3,2354.5
Dillon Brooks,Amen Thompson,HOU,2024-25,1.08,0.004,0.348,2.8,2.6,2.6,-1.68,0.091,0.047,7.0,4.1,-1.4,5.5,1244.7
Brook Lopez,Jae Crowder,MIL,2023-24,1.02,0.043,0.269,2.8,0.8,0.8,-1.56,0.005,0.062,3.0,1.0,-2.6,3.6,665.4
Keldon Johnson,Jeremy Sochan,SAS,2024-25,1.01,0.023,0.391,0.8,1.2,-2.0,0.64,0.033,0.017,3.0,-1.2,-1.6,0.4,671.4
Myles Turner,Tyrese Haliburton,IND,2023-24,1.0,0.005,0.473,6.3,0.3,-0.5,-8.47,0.379,0.021,4.0,6.9,0.9,6.0,1581.3
Tre Jones,Julian Champagnie,SAS,2023-24,1.0,0.009,0.289,1.4,0.2,0.0,-0.85,0.205,0.021,1.0,-0.4,-1.9,1.5,957.6
Isaiah Hartenstein,Shai Gilgeous-Alexander,OKC,2024-25,0.99,0.171,0.501,8.3,0.0,5.2,12.6,0.121,0.038,1.0,11.5,3.2,8.3,1113.7
Mason Plumlee,Royce O'Neale,PHX,2024-25,0.99,0.046,0.256,1.7,1.1,0.9,0.75,0.005,0.06,3.0,0.1,-0.6,0.7,588.9
Brook Lopez,Bobby Portis,MIL,2023-24,0.97,0.068,0.38,0.2,1.6,0.0,0.48,0.007,0.027,7.0,1.0,-0.8,1.8,697.3
Bogdan Bogdanović,Dejounte Murray,ATL,2023-24,0.96,0.041,0.477,1.4,0.1,-1.3,-4.64,0.127,0.014,4.0,1.7,0.2,1.5,1427.9
Kyrie Irving,Derrick Jones Jr.,DAL,2023-24,0.96,0.128,0.42,6.1,0.4,-0.2,4.7,0.17,0.016,5.0,4.9,-1.5,6.4,947.0
Kentavious Caldwell-Pope,Nikola Jokić,DEN,2023-24,0.93,0.162,0.414,11.1,3.5,4.9,13.44,0.301,0.048,2.0,13.2,-1.4,14.6,2187.0
Jonas Valančiūnas,Brandon Ingram,NOP,2023-24,0.93,0.062,0.476,0.7,0.8,0.2,-0.34,0.131,0.041,6.0,1.2,1.2,0.0,1254.7
Pascal Siakam,Ben Sheppard,IND,2024-25,0.9,0.129,0.345,4.4,0.7,-0.3,6.48,0.068,0.044,8.0,1.7,-2.0,3.7,721.3
Paul George,Amir Coffey,LAC,2023-24,0.89,0.145,0.383,4.8,0.5,-0.1,4.32,0.089,0.009,7.0,3.2,-2.2,5.4,557.4
Bogdan Bogdanović,Trae Young,ATL,2023-24,0.88,0.071,0.507,4.0,1.6,-3.0,-11.52,0.288,0.016,6.0,2.6,0.2,2.4,913.8
Keon Johnson,Jalen Wilson,BKN,2024-25,0.87,0.051,0.373,0.5,1.2,-1.4,-3.9,0.038,0.042,1.0,-3.3,-3.9,0.6,857.1
Rudy Gobert,Donte DiVincenzo,MIN,2024-25,0.86,0.059,0.317,0.2,0.2,2.4,-0.21,0.128,0.105,5.0,1.9,1.9,0.0,844.1
Wendell Carter Jr.,Anthony Black,ORL,2024-25,0.86,0.031,0.349,0.9,0.3,2.1,-13.33,0.084,0.023,5.0,-1.2,-1.9,0.7,578.8
Kevin Durant,Mason Plumlee,PHX,2024-25,0.85,0.178,0.388,5.4,1.7,0.3,11.5,0.055,0.003,1.0,3.2,-0.6,3.8,668.0
Harrison Barnes,De'Aaron Fox,SAC,2023-24,0.83,0.146,0.454,3.2,1.3,-1.1,-1.5,0.188,0.044,6.0,2.7,-1.8,4.5,1777.4
Donovan Mitchell,Isaac Okoro,CLE,2023-24,0.82,0.165,0.437,6.4,0.5,1.9,8.5,0.173,0.004,4.0,5.8,-1.1,6.9,851.9
Russell Westbrook,Michael Porter Jr.,DEN,2024-25,0.82,0.033,0.427,2.5,1.5,-1.9,2.31,0.205,0.085,9.0,-0.1,-1.1,1.0,1393.2
Tobias Harris,Kelly Oubre Jr.,PHI,2023-24,0.81,0.017,0.423,2.5,0.6,-0.8,0.88,0.064,0.041,3.0,0.9,-2.3,3.2,1143.0
Julian Champagnie,Jeremy Sochan,SAS,2023-24,0.8,0.047,0.327,1.0,0.5,-0.7,-3.74,0.068,0.057,2.0,-1.9,-3.4,1.5,810.6
De'Aaron Fox,Keon Ellis,SAC,2023-24,0.8,0.177,0.423,3.5,2.0,2.2,7.5,0.129,0.06,2.0,2.7,1.2,1.5,531.5
Kelly Oubre Jr.,Paul Reed,PHI,2023-24,0.79,0.064,0.376,0.9,1.7,0.3,-1.28,0.023,0.045,3.0,0.4,-2.3,2.7,818.3
Tobias Harris,Jaden Ivey,DET,2024-25,0.79,0.083,0.429,1.3,1.4,-0.2,1.76,0.112,0.002,9.0,0.1,0.0,0.1,650.7
Russell Westbrook,Kawhi Leonard,LAC,2023-24,0.78,0.022,0.5,5.0,0.1,1.3,3.78,0.12,0.112,2.0,5.5,0.5,5.0,814.7
Joe Ingles,Paolo Banchero,ORL,2023-24,0.78,0.181,0.403,3.0,1.2,1.2,3.77,0.037,0.066,15.0,1.3,-0.5,1.8,515.0
Brook Lopez,Giannis Antetokounmpo,MIL,2023-24,0.77,0.164,0.476,6.5,1.6,3.2,2.58,0.243,0.041,7.0,9.0,1.0,8.0,1501.5
Jabari Walker,Kris Murray,POR,2023-24,0.75,0.023,0.295,1.1,0.7,-1.1,-4.95,0.021,0.065,2.0,-3.3,-3.6,0.3,561.7
Larry Nance Jr.,Brandon Ingram,NOP,2023-24,0.75,0.157,0.381,1.6,2.5,1.9,4.08,0.13,0.075,5.0,2.0,1.2,0.8,546.7
James Harden,Amir Coffey,LAC,2023-24,0.74,0.083,0.321,5.7,0.6,0.0,5.6,0.27,0.008,7.0,4.1,-2.2,6.3,744.9
Caris LeVert,Jarrett Allen,CLE,2023-24,0.73,0.033,0.415,2.7,0.1,1.7,1.68,0.13,0.14,3.0,3.0,0.2,2.8,1074.0
Jaren Jackson Jr.,Vince Williams Jr.,MEM,2023-24,0.69,0.147,0.457,1.7,0.6,1.4,-1.08,0.044,0.044,1.0,0.4,-0.7,1.1,866.8
Lauri Markkanen,Keyonte George,UTA,2023-24,0.68,0.017,0.465,6.6,1.4,-4.4,-9.24,0.154,0.098,7.0,3.6,-4.4,8.0,789.0
Tim Hardaway Jr.,Cade Cunningham,DET,2024-25,0.68,0.172,0.474,4.9,1.0,-0.8,0.74,0.335,0.002,10.0,3.9,-2.1,6.0,1609.6
Devin Vassell,Jeremy Sochan,SAS,2024-25,0.68,0.033,0.401,0.5,0.4,-1.2,0.2,0.001,0.036,2.0,-1.1,-1.2,0.1,769.9
Tari Eason,Amen Thompson,HOU,2024-25,0.65,0.013,0.357,0.4,0.0,5.2,-1.92,0.085,0.035,2.0,4.1,3.6,0.5,879.2
Franz Wagner,Anthony Black,ORL,2024-25,0.65,0.116,0.496,5.7,0.7,1.7,9.03,0.046,0.037,2.0,3.1,-1.9,5.0,830.7
Tobias Harris,Joel Embiid,PHI,2023-24,0.63,0.184,0.59,7.5,3.2,3.0,-5.94,0.179,0.068,1.0,11.6,0.9,10.7,947.2
Taurean Prince,Gary Trent Jr.,MIL,2024-25,0.63,0.045,0.291,0.8,0.7,-0.1,-1.84,0.029,0.022,5.0,-1.6,-1.7,0.1,791.1
Malik Beasley,Ausar Thompson,DET,2024-25,0.63,0.03,0.4,2.8,3.7,1.3,10.56,0.05,0.022,6.0,1.7,0.8,0.9,506.7
P.J. Washington,Luka Dončić,DAL,2023-24,0.62,0.17,0.54,10.1,1.0,2.4,16.5,0.341,0.08,0.0,9.9,-1.2,11.1,715.9
Aaron Wiggins,Jalen Williams,OKC,2023-24,0.61,0.069,0.395,1.6,0.1,0.7,-0.0,0.106,0.043,2.0,2.3,0.7,1.6,571.8
Dorian Finney-Smith,Mikal Bridges,BKN,2023-24,0.6,0.106,0.37,2.7,0.9,-1.1,3.23,0.086,0.014,4.0,-0.4,-2.0,1.6,1600.1
Nicolas Batum,James Harden,LAC,2024-25,0.6,0.199,0.373,4.7,1.2,2.8,8.64,0.283,0.051,1.0,4.3,0.8,3.5,808.1
Eric Gordon,Josh Okogie,PHX,2023-24,0.57,0.037,0.287,0.0,1.3,0.3,-1.68,0.009,0.028,10.0,-0.5,-1.7,1.2,500.7
Andrew Wiggins,Jonathan Kuminga,GSW,2023-24,0.55,0.031,0.443,1.4,0.8,-1.6,0.08,0.036,0.054,8.0,-0.4,-2.5,2.1,674.0
Kyle Anderson,Jaden McDaniels,MIN,2023-24,0.55,0.016,0.296,1.7,2.0,3.4,-17.2,0.197,0.058,7.0,1.1,-2.6,3.7,554.0
Rudy Gobert,Kyle Anderson,MIN,2023-24,0.53,0.012,0.292,1.7,1.0,4.4,-6.88,0.207,0.162,2.0,1.8,1.1,0.7,866.7
Malcolm Brogdon,Toumani Camara,POR,2023-24,0.53,0.092,0.36,5.8,0.7,-0.7,10.54,0.229,0.013,7.0,2.0,-3.1,5.1,509.3
Scottie Barnes,Ja'Kobe Walter,TOR,2024-25,0.52,0.083,0.441,3.8,1.5,0.3,1.02,0.174,0.0,3.0,2.4,-3.0,5.4,568.2
Kristaps Porziņģis,Jayson Tatum,BOS,2023-24,0.51,0.049,0.543,1.0,1.0,2.2,-7.41,0.113,0.043,2.0,5.1,5.1,0.0,1272.8
Bam Adebayo,Haywood Highsmith,MIA,2024-25,0.51,0.121,0.343,3.7,0.1,1.9,0.0,0.12,0.022,1.0,2.0,-1.9,3.9,1256.6
Jalen Johnson,Zaccharie Risacher,ATL,2024-25,0.51,0.011,0.417,2.2,3.2,-0.4,0.09,0.135,0.011,3.0,1.8,-3.5,5.3,566.3
Jalen Williams,Cason Wallace,OKC,2023-24,0.49,0.105,0.359,2.9,0.7,1.3,3.23,0.11,0.009,3.0,2.3,0.1,2.2,763.2
Chris Paul,Harrison Barnes,SAS,2024-25,0.47,0.02,0.294,1.4,2.2,-1.2,0.68,0.257,0.076,7.0,0.8,0.0,0.8,1629.4
Tim Hardaway Jr.,Jalen Duren,DET,2024-25,0.47,0.01,0.312,2.7,2.4,0.6,0.02,0.067,0.136,12.0,3.1,-2.1,5.2,1531.2
Josh Giddey,Cason Wallace,OKC,2023-24,0.45,0.096,0.35,1.9,0.6,1.4,1.14,0.16,0.065,1.0,1.5,0.1,1.4,633.6
Harrison Barnes,Keldon Johnson,SAS,2024-25,0.45,0.05,0.364,1.7,0.1,-3.3,-5.44,0.02,0.084,8.0,0.0,-1.6,1.6,585.3
Myles Turner,Pascal Siakam,IND,2023-24,0.43,0.016,0.484,2.0,0.4,-0.6,-3.85,0.124,0.025,2.0,2.5,0.9,1.6,839.1
T.J. McConnell,Obi Toppin,IND,2023-24,0.4,0.069,0.389,1.1,0.4,-0.2,-5.88,0.315,0.091,6.0,3.0,1.5,1.5,764.8
Tre Jones,Victor Wembanyama,SAS,2023-24,0.38,0.163,0.461,2.3,3.2,3.4,-0.7,0.085,0.026,4.0,5.2,-0.4,5.6,1288.0
DeMar DeRozan,Patrick Williams,CHI,2023-24,0.38,0.089,0.415,4.2,0.2,-0.4,4.8,0.143,0.031,12.0,1.8,-2.3,4.1,805.8
Harrison Barnes,Victor Wembanyama,SAS,2024-25,0.37,0.143,0.457,1.9,4.6,1.2,-2.38,0.099,0.062,12.0,6.5,0.0,6.5,957.3
Gary Trent Jr.,RJ Barrett,TOR,2023-24,0.35,0.062,0.452,2.7,0.0,-2.8,-0.58,0.075,0.032,1.0,0.1,-2.6,2.7,603.2
Jordan Clarkson,Collin Sexton,UTA,2023-24,0.35,0.012,0.522,5.1,1.3,-5.1,-10.83,0.036,0.086,7.0,1.9,-4.5,6.4,532.9
Rudy Gobert,Anthony Edwards,MIN,2024-25,0.35,0.178,0.436,3.8,1.3,1.3,3.08,0.134,0.092,10.0,4.3,1.9,2.4,1883.9
Kevin Durant,Grayson Allen,PHX,2023-24,0.32,0.14,0.426,2.9,0.0,0.2,-3.9,0.096,0.053,7.0,4.0,1.3,2.7,2042.8
Mike Conley,Anthony Edwards,MIN,2023-24,0.31,0.157,0.471,0.7,0.9,1.9,-1.32,0.049,0.052,14.0,3.4,3.3,0.1,1507.0
Goga Bitadze,Franz Wagner,ORL,2023-24,0.31,0.121,0.379,1.6,2.5,3.1,2.1,0.066,0.054,2.0,2.1,1.2,0.9,532.4
CJ McCollum,Herbert Jones,NOP,2023-24,0.26,0.103,0.385,4.2,1.8,1.2,8.64,0.097,0.044,7.0,3.1,0.6,2.5,1538.5
Domantas Sabonis,Keegan Murray,SAC,2024-25,0.26,0.065,0.361,5.0,1.9,0.3,-0.0,0.196,0.102,5.0,5.2,-1.6,6.8,1728.0
Saddiq Bey,Jalen Johnson,ATL,2023-24,0.22,0.021,0.347,0.3,2.8,-1.2,0.84,0.096,0.035,3.0,1.2,-1.8,3.0,892.4
Dillon Brooks,Jabari Smith Jr.,HOU,2023-24,0.21,0.002,0.35,2.8,0.4,-0.2,-1.8,0.003,0.022,7.0,-0.4,-3.6,3.2,1493.3
Tim Hardaway Jr.,Derrick Jones Jr.,DAL,2023-24,0.21,0.074,0.366,0.5,1.8,-2.4,1.3,0.039,0.05,5.0,-1.5,-2.9,1.4,812.9
Tobias Harris,Cade Cunningham,DET,2024-25,0.21,0.15,0.496,4.3,0.5,0.7,4.07,0.314,0.006,9.0,3.9,0.1,3.8,1721.8
Onyeka Okongwu,Jalen Johnson,ATL,2023-24,0.2,0.05,0.318,0.4,1.3,0.3,0.2,0.083,0.09,1.0,1.2,-0.4,1.6,622.7
Chris Paul,Victor Wembanyama,SAS,2024-25,0.2,0.163,0.437,3.3,2.4,3.4,0.14,0.158,0.014,19.0,6.5,0.8,5.7,1152.4
Damian Lillard,Jae Crowder,MIL,2023-24,0.19,0.161,0.387,6.0,1.3,-1.3,12.22,0.208,0.044,0.0,2.1,-2.6,4.7,774.7
Dillon Brooks,Amen Thompson,HOU,2023-24,0.18,0.003,0.349,3.2,2.2,1.6,-6.0,0.091,0.027,7.0,1.8,-3.6,5.4,652.5
Jalen Green,Alperen Şengün,HOU,2024-25,0.17,0.008,0.526,1.5,2.3,1.3,-1.28,0.079,0.001,1.0,4.4,0.5,3.9,1816.1
Paolo Banchero,Anthony Black,ORL,2023-24,0.12,0.169,0.415,5.1,0.8,0.8,5.98,0.146,0.014,1.0,1.3,-3.0,4.3,791.9
Julius Randle,Mitchell Robinson,NYK,2023-24,0.11,0.188,0.386,2.5,0.7,0.1,1.75,0.186,0.015,3.0,1.9,0.0,1.9,572.5
Pascal Siakam,Tyrese Haliburton,IND,2024-25,0.11,0.027,0.447,3.5,0.7,-0.3,-14.85,0.229,0.017,6.0,5.8,1.7,4.1,1690.5
Obi Toppin,Tyrese Haliburton,IND,2023-24,0.09,0.079,0.399,5.5,0.1,-0.7,-16.17,0.353,0.072,2.0,6.9,1.5,5.4,881.9
Naz Reid,Anthony Edwards,MIN,2024-25,0.09,0.097,0.517,3.6,0.8,0.8,-0.0,0.086,0.018,2.0,4.3,1.6,2.7,1394.3
Georges Niang,Jarrett Allen,CLE,2023-24,0.08,0.018,0.364,4.6,1.3,0.5,2.52,0.053,0.081,5.0,3.0,-2.9,5.9,780.9
Kris Dunn,John Collins,UTA,2023-24,0.06,0.067,0.331,2.0,2.8,0.0,5.51,0.19,0.075,4.0,-0.1,-0.9,0.8,613.4
Bam Adebayo,Duncan Robinson,MIA,2024-25,0.05,0.045,0.419,1.7,2.1,-0.1,-0.0,0.056,0.034,4.0,2.0,-1.7,3.7,1229.4
Lauri Markkanen,John Collins,UTA,2024-25,-0.01,0.003,0.465,0.4,1.7,-2.5,-7.02,0.031,0.057,1.0,1.0,-0.3,1.3,623.6
Michael Porter Jr.,Julian Strawther,DEN,2024-25,-0.01,0.024,0.37,4.7,0.3,-3.1,5.61,0.002,0.058,4.0,-0.1,-4.5,4.4,542.0
DeMar DeRozan,Andre Drummond,CHI,2023-24,-0.05,0.051,0.453,1.3,0.4,-1.0,-3.6,0.179,0.008,4.0,1.8,0.1,1.7,1037.9
Keldon Johnson,Tre Jones,SAS,2023-24,-0.06,0.063,0.361,0.1,1.5,-1.3,0.55,0.156,0.026,0.0,-0.4,-1.7,1.3,866.9
Malik Monk,Keon Ellis,SAC,2024-25,-0.06,0.111,0.361,0.4,3.1,0.9,2.94,0.166,0.115,2.0,1.9,-0.8,2.7,831.4
P.J. Washington,Daniel Gafford,DAL,2024-25,-0.06,0.012,0.384,3.8,0.9,1.3,2.08,0.001,0.16,0.0,3.8,-0.9,4.7,624.7
Fred VanVleet,Amen Thompson,HOU,2024-25,-0.07,0.004,0.348,1.8,1.3,3.9,-2.04,0.05,0.087,9.0,4.1,0.9,3.2,1042.1
Bradley Beal,Mason Plumlee,PHX,2024-25,-0.07,0.114,0.324,1.4,2.0,0.0,2.25,0.044,0.047,3.0,-0.6,-1.1,0.5,595.9
Kris Dunn,Collin Sexton,UTA,2023-24,-0.08,0.135,0.399,5.3,3.3,-0.5,16.53,0.033,0.061,5.0,1.9,-0.1,2.0,726.5
Jaren Jackson Jr.,Santi Aldama,MEM,2024-25,-0.09,0.095,0.453,0.9,0.1,1.5,-1.44,0.047,0.003,1.0,3.2,2.3,0.9,629.6
Gary Harris,Paolo Banchero,ORL,2023-24,-0.1,0.178,0.406,3.6,1.1,1.1,4.42,0.164,0.041,8.0,1.3,-1.2,2.5,959.8
Mike Conley,Anthony Edwards,MIN,2024-25,-0.1,0.166,0.448,4.5,1.3,1.3,6.16,0.034,0.022,14.0,4.3,1.2,3.1,1271.6
Mikal Bridges,Cameron Johnson,BKN,2023-24,-0.12,0.048,0.428,0.2,0.5,-1.5,-2.38,0.034,0.022,1.0,0.4,-0.4,0.8,1244.3
Eric Gordon,Drew Eubanks,PHX,2023-24,-0.13,0.033,0.291,0.7,1.3,0.3,-2.24,0.021,0.065,8.0,-1.2,-1.7,0.5,618.4
Aaron Gordon,Nikola Jokić,DEN,2024-25,-0.13,0.099,0.471,7.2,4.8,1.8,-27.72,0.255,0.013,1.0,13.3,1.2,12.1,1119.2
Dennis Smith Jr.,Mikal Bridges,BKN,2023-24,-0.15,0.064,0.412,3.3,2.8,0.8,7.48,0.113,0.052,1.0,-0.4,-0.8,0.4,568.7
LeBron James,Cam Reddish,LAL,2023-24,-0.18,0.162,0.408,9.5,0.1,1.7,22.08,0.296,0.126,15.0,6.5,-3.2,9.7,600.7
Myles Turner,Tyrese Haliburton,IND,2024-25,-0.19,0.003,0.417,5.7,0.2,0.6,2.2,0.312,0.004,4.0,5.8,0.4,5.4,1750.2
Aaron Wiggins,Cason Wallace,OKC,2023-24,-0.2,0.036,0.29,1.3,0.6,1.4,0.0,0.004,0.052,5.0,0.7,0.1,0.6,642.1
Julian Champagnie,Victor Wembanyama,SAS,2024-25,-0.21,0.136,0.464,3.9,3.8,2.0,-0.42,0.106,0.017,3.0,6.5,-1.3,7.8,760.5
Dejounte Murray,De'Andre Hunter,ATL,2023-24,-0.22,0.055,0.463,3.2,0.9,-2.1,-1.74,0.201,0.04,1.0,1.7,-2.4,4.1,1412.1
Kelly Oubre Jr.,Tyrese Maxey,PHI,2023-24,-0.23,0.053,0.493,5.6,0.3,-1.7,4.08,0.185,0.038,5.0,3.1,-2.3,5.4,1356.2
DeMar DeRozan,Domantas Sabonis,SAC,2024-25,-0.23,0.031,0.457,3.0,2.3,-0.1,-7.44,0.069,0.086,6.0,5.2,-0.1,5.3,1963.3
Isaiah Hartenstein,Donte DiVincenzo,NYK,2023-24,-0.26,0.093,0.325,1.8,1.9,3.7,3.36,0.006,0.073,1.0,3.5,3.4,0.1,1329.4
Isaiah Stewart,Simone Fontecchio,DET,2024-25,-0.26,0.031,0.273,0.6,2.8,1.4,-5.55,0.049,0.072,5.0,0.6,-2.9,3.5,732.1
Taurean Prince,Rui Hachimura,LAL,2023-24,-0.3,0.048,0.316,2.6,0.7,-1.1,2.16,0.012,0.049,4.0,-0.9,-2.8,1.9,611.7
Clint Capela,Saddiq Bey,ATL,2023-24,-0.31,0.004,0.33,0.9,1.0,-3.0,-4.2,0.009,0.041,5.0,0.1,-1.8,1.9,1048.4
Kevin Durant,Devin Booker,PHX,2023-24,-0.34,0.006,0.572,0.0,1.1,-0.9,-19.5,0.086,0.015,8.0,4.0,3.0,1.0,1714.5
Ochai Agbaji,Gradey Dick,TOR,2024-25,-0.36,0.065,0.353,1.0,1.5,-1.1,-0.66,0.006,0.058,4.0,-0.7,-3.2,2.5,889.8
Julius Randle,Naz Reid,MIN,2024-25,-0.37,0.036,0.456,0.7,1.0,0.6,-0.0,0.105,0.016,5.0,1.6,1.3,0.3,835.2
Kyrie Irving,Dereck Lively II,DAL,2023-24,-0.38,0.15,0.398,5.1,0.7,0.9,5.17,0.165,0.12,12.0,4.9,0.5,4.4,611.5
Shaedon Sharpe,Toumani Camara,POR,2023-24,-0.38,0.086,0.354,1.2,0.9,-0.9,-3.1,0.066,0.023,3.0,-2.8,-3.1,0.3,566.0
Julius Randle,Jalen Brunson,NYK,2023-24,-0.39,0.024,0.598,4.1,0.1,-0.7,-16.75,0.098,0.023,2.0,5.8,1.9,3.9,1365.3
Dorian Finney-Smith,Cam Thomas,BKN,2023-24,-0.39,0.164,0.428,2.7,1.8,-2.0,4.94,0.074,0.008,9.0,-1.2,-2.0,0.8,869.7
Shai Gilgeous-Alexander,Cason Wallace,OKC,2023-24,-0.43,0.19,0.444,7.6,1.3,3.3,8.36,0.195,0.024,5.0,9.0,0.1,8.9,864.2
D'Angelo Russell,Austin Reaves,LAL,2023-24,-0.44,0.024,0.42,0.8,0.4,-1.2,-3.25,0.024,0.025,2.0,0.9,0.4,0.5,1402.4
Dillon Brooks,Alperen Şengün,HOU,2023-24,-0.44,0.094,0.446,6.4,2.0,1.4,4.2,0.174,0.036,7.0,4.9,-3.6,8.5,1392.1
Bam Adebayo,Jaime Jaquez Jr.,MIA,2023-24,-0.46,0.066,0.428,3.0,1.4,2.0,-2.25,0.056,0.002,3.0,2.4,-1.9,4.3,1120.0
Lauri Markkanen,Keyonte George,UTA,2024-25,-0.46,0.006,0.468,2.0,0.4,-4.6,-8.97,0.198,0.032,7.0,-0.3,-2.7,2.4,763.7
Kevin Durant,Bradley Beal,PHX,2023-24,-0.49,0.059,0.507,3.1,0.7,-0.5,-5.85,0.002,0.019,4.0,4.0,0.4,3.6,1314.1
Jalen Green,Tari Eason,HOU,2024-25,-0.5,0.082,0.452,0.1,3.1,2.1,2.56,0.077,0.023,1.0,3.6,0.5,3.1,880.3
John Collins,Walker Kessler,UTA,2024-25,-0.5,0.101,0.367,0.3,1.1,0.3,-0.72,0.022,0.032,4.0,1.8,1.0,0.8,606.3
Taurean Prince,Andre Jackson Jr.,MIL,2024-25,-0.51,0.008,0.238,1.6,0.1,0.5,-8.74,0.016,0.059,8.0,-1.7,-3.4,1.7,582.3
Christian Wood,Austin Reaves,LAL,2023-24,-0.52,0.025,0.371,3.5,0.2,-0.6,3.12,0.158,0.045,2.0,0.4,-2.8,3.2,526.2
OG Anunoby,Josh Hart,NYK,2024-25,-0.52,0.044,0.346,0.4,1.7,1.9,0.42,0.122,0.02,3.0,2.8,0.7,2.1,2095.2
Markelle Fultz,Wendell Carter Jr.,ORL,2023-24,-0.53,0.01,0.354,3.1,0.8,1.6,0.38,0.094,0.131,1.0,0.9,-1.4,2.3,514.6
Franz Wagner,Anthony Black,ORL,2023-24,-0.56,0.127,0.373,4.7,0.5,1.1,2.76,0.075,0.015,2.0,1.2,-3.0,4.2,631.5
Julian Champagnie,Stephon Castle,SAS,2024-25,-0.56,0.089,0.417,1.2,0.8,-2.6,-0.12,0.153,0.055,4.0,-1.3,-3.2,1.9,1005.3
